symbol,security_id
696GA31,4880
696HR29,8011
696HR40,20860
696JH29,30416
696JK35,314
696KA30,30418
696KA31,6095
696KA31A,7304
696KL34,3701
696PFCL28,760859
696PY30,7511
696RJ31,6327
696RJ41,2147
696TN28,27326
696TN31,6481
696TN51,3578
696TN56,3580
696TS45,7055
696TS51,3391
696UP31,7314
697AS31,5416
697AS31A,7295
697GA31,5469
697GR2034,24705
697GS2026,7158
697KA28,20864
697KA30,20912
697KA31,311
697KL31,5474
697MH28,21946
697NL31,5418
697PN31,5419
697PN40,21789
697RJ30,22057
697RJ31,4997
697RJ51,2150
697RJ51A,2257
697TN28,28180
697TN31,5086
697TN31A,5173
697TN31B,5417
697TN31C,6096
697TN46,3647
697UK35,757749
697UP31,5421
697UP31A,6099
697WB36,2149
698AP36,5668
698AS31,2134
698AS31A,5468
698BR30,6478
698GA31,7296
698GJ30,29912
698GJ31,5334
698GJ31A,761008
698GJ32,759985
698GR2054,27819
698HP32,5538
698HR31,5229
698HR41,2146
698JK36,5890
698MH28,21939
698MH37,757547
698MP30,21978
698OR29,30176
698OR37,757925
698PGCIL35,758494
698PN33,5885
698PY33,3079
698RJ31,6100
698RJ31A,6480
698SHFL28,760707
698TN31,5037
698TN31A,5230
698TR30,22138
698TS28,22191
698TS41,3577
698UP31,5473
698WB35,22149
698WB36,5697
698WB37,6749
699AR30,20861
699AS31,6330
699GA30,20862
699GA31,4998
699GA31A,5027
699GA31B,5333
699GS2051,6696
699HP31,759201
699HR31,6211
699JH30,22200
699JK31,2074
699KA28,2735
699KL36,5891
699MH29,8128
699MN30,21922
699MP41,6750
699NL30,761414
699PY29,8284
699RJ41,2251
699SFL27,757341
699TN31,30419
699TN32,758831
699TN41,3645
699TR36,5892
699TS28,22190
699TS43,6752
699UP31,5038
699UP31A,5174
699UP31B,6350
699WB30,5172
699WB31,5470
699WB35,620
699WB36,3089
699WB36A,5895
69AP32,2081
69AP39,3385
69AS30,20155
69AS30A,294
69GA30,20148
69GA30A,440
69GJ30,3064
69HP30,446
69JK33,3392
69KA27,25699
69KA30,20154
69KA31,6743
69MH30,760840
69ML30,306
69MN30,21926
69MZ33,3523
69PY28,7893
69PY29,291
69RJ29,760479
69RJ32,4764
69TN31,5997
69UK30,22172
69UK30A,309
69UP30,307
700AP37,757736
700ML35,758204
700TN29,25886
701AP39,3762
701BR37,757711
701GJ31,29047
701GJ31A,758924
701MH32,5002
701MN31,5087
701NBRD29,761002
701NGEL35,759774
701TN32,759735
701TN35,30436
701UP31,5089
702AP30,20863
702AP36,6351
702AP37,6352
702AP41,5569
702AS30,20851
702AS30A,30417
702AS35,758189
702BR30,21375
702BR30A,758844
702GJ31,760905
702GJ31A,29697
702GJ33,30427
702GJ33A,758579
702GS2027,23854
702GS2031,24072
702HP36,2236
702HR29,2539
702KA31,7524
702KA33,7305
702KL28,2537
702MH29,2670
702ML41,5570
702MP30,760480
702MP35,30431
702OIT40,759507
702PGCIL35,760264
702PN28,2668
702PN30,763773
702RECL40,756741
702TN29,27000
702TN29A,30177
702TN30,8287
702TN31,7533
702UP31,5335
702UP32,759736
702WB31,5039
703AP40,475
703AS31,7512
703CG30,25484
703GJ32,760878
703GJ35,29281
703HP31,7519
703HR35,30430
703HR39,757435
703HR40,21236
703KA32,6104
703KA33,30428
703KL30,21915
703MH38,757548
703MN31,6479
703MP31,2239
703NBFID30,755988
703NL30,21997
703OR31,29278
703PY28,22029
703RJ30,22076
703RJ31,7531
703RJ36,2248
703TN29,25212
703TN29A,28824
703TN30,8321
703TN31,761415
703TN46,3719
703TN51,3722
703TS51,4556
703UP30,22087
704AP33,30424
704AP34,5967
704AP40,3689
704AP41,3692
704GJ30,20359
704GJ32,27327
704GJ33,27660
704GS2029,23919
704HR37,30438
704HR40,757551
704IRFC28,29607
704JK36,3697
704KA32,30422
704KL34,5539
704MH29,2542
704MH40,757552
704ML30,22012
704MP30,21965
704MZ30,22019
704MZ33,2143
704NBFID35,755873
704REC28,29614
704RJ30,22048
704RJ32,30423
704RJ36,4780
704SIDBI29,760722
704TN30,7812
704TN30A,8134
704TN30B,30178
704TS32,7315
704TS51,3767
704UK30,22170
704UP30,22085
704UP31,7534
704WB35,315
705AP31,21237
705AP35,5527
705AP39,757434
705AS30,20774
705AS31,25489
705GJ28,24838
705GJ29,27183
705GJ31,27113
705GJ32,29051
705GJ34,29279
705HP35,2233
705HR38,757549
705HR40,321
705JCL27,759472
705JH30,22198
705KL30,21899
705KL36,5991
705MH32,466
705MN30,21920
705MP32,30420
705MZ29,8130
705MZ35,316
705NL30,21994
705NL31,2242
705OR35,30433
705PFCL41,760808
705PN31,2135
705RJ31,2245
705RJ37,30439
705RJ41,3716
705SFL27,758829
705SFL28,760310
705SFL28A,760035
705TN26,22119
705TN31,759167
705TS35,5526
705TS41,3725
705UK29,25765
705UK31,7535
705UK32,30421
705WB30,22143
705WB31,2265
705WB36,6001
705WB36A,7319
706AP30,20737
706CG29,2740
706GJ29,24839
706GJ30,29995
706GJ32,8189
706GJ33,759385
706GJ34,29057
706GS2028,14970
706GS2041,764295
706GS2046,7184
706HR39,757751
706JK33,6484
706KL38,4790
706KL39,5545
706KL41,4793
706KL55,30454
706MZ34,5992
706OR31A,29698
706RECL35,757575
706RJ35,30434
706RJ38,757750
706TCHE28,760405
706TN29,25006
706TN29A,25105
706TS41,4792
706UK30,22166
706UK30A,27001
706UK32,759986
706WB36,4782
707AP34,29498
707AP36,30412
707AS31,2266
707GJ30,760501
707GJ31,2381
707GJ32,29568
707GJ32A,759026
707GJ33,760004
707GJ34,29499
707GJ34A,759308
707HR37,4784
707JK30,20796
707KA29,27184
707LICH30,756707
707MH32,25491
707MH33,759737
707MP32,460
707RJ46,3763
707TN38,7318
707TN55,757715
707TS52,30452
707TS55,30453
707WB31,764044
707WB37,757926
70826LTF28,759287
708AP35,6485
708AP35A,29520
708AP37,30437
708AP40,6487
708AP40A,757437
708CG29,2380
708CG30,22159
708GJ31,2671
708GJ33,27114
708GJ33B,29708
708GJ34,29569
708HP34,25830
708HR39,30440
708IIFCL35,757058
708JCL28,757345
708JK36,5544
708JK46,27688
708JK46A,757554
708JK55,29301
708KA31,20797
708KA31A,29572
708KA34,468
708KA34A,6212
708KA34B,25831
708KL31,27151
708KL40,30443
708MH31,2383
708MH39,757550
708MP29,8351
708MZ39,757436
708OR33,759306
708PFCL35,759981
708PGC34,25905
708PN34,27320
708PY26,22025
708RJ30,22035
708RJ34,27314
708TFSIL27,760429
708TML28,757123
708TML28A,757125
708TN30,29998
708TN34,27321
708TS42,6488
708TS49,29298
708TS56,757441
708TS57,757442
708UK29,763201
708UP31,2264
708UP32,25829
708UP38,27686
708WB41,6361
709AP35,30429
709AP39,5968
709AS32,8187
709GJ32,8289
709GS2054,24949
709GS2074,27170
709HR29,8569
709HR37,27672
709HR40,30441
709IRFC34,27951
709KA30,20313
709KA30A,27185
709KA35,25827
709KL36,4748
709KL52,757557
709MP30,21991
709PY31,759168
709PY34,25832
709PY40,757438
709RJ32,8191
709RJ35,25825
709RJ43,757553
709RL39,27057
709TN30,8489
709TN30A,30069
709TN32,760064
709TN35,29575
709TN35A,758584
709TN55,757558
709TS34,5343
709TS40,5998
709TS58,756790
709TS59,756791
709TS60,756792
709TS60A,757937
709TS61,756793
709TS63,757924
709UP30,22096
709WB40,472
70AP38,3758
70AP38A,6563
70AP39,318
70AP39A,5567
70AP39B,6564
70CG29,25351
70GA31,6483
70GA31A,7513
70JH33,5983
70JK33,7307
70KA30,25700
70MH28,21944
70MN31,4885
70MN31A,6101
70MN31B,7530
70MP31,5034
70MZ34,5559
70NL31,6103
70NL31A,7316
70OR30,29518
70RJ31,5036
70TN29,30099
70TN31,5336
70TN31A,758712
70TS36,5568
70TS51,2227
70UK31,5040
70UP30,22088
70WB31,5231
70WB31A,6482
710AP34,27328
710BOB33,761108
710GJ30,20099
710GR2028,14971
710GS2029,9047
710JK44,27317
710JK49,28278
710KA32,29048
710KA33,29052
710KA35,25884
710KL42,28256
710NBRD29,760782
710PFCL35,27617
710PFCL36,760803
710PFCL40,759574
710RECL35,28479
710RJ46,28267
710RJ50,29296
710RJ51,29300
710TN34,27664
710TN54,28279
710TS44,27324
710TS45,27325
710TS46,28272
710TS47,28277
710TS50,29299
710TS57,757936
710UK30,22164
